(1.0, (45, 25), None)
(51.94112549695426, (3, 8), (4, 9))
(52.04163056034261, (3, 27), (4, 26))
(52.04163056034261, (16, 10), (15, 11))
(52.04163056034261, (13, 7), (12, 8))
(52.11269837220807, (5, 7), (6, 8))
(52.21320343559643, (2, 25), (3, 24))
(52.21320343559643, (17, 12), (16, 13))
(52.21320343559643, (11, 6), (10, 7))
(52.28427124746189, (7, 6), (8, 7))
(52.28427124746189, (1, 23), (2, 22))
(52.28427124746189, (1, 9), (2, 10))
(52.35533905932735, (2, 8), (3, 9))
(52.38477631085024, (3, 28), (4, 27))
(52.38477631085024, (18, 14), (17, 14))
(52.4558441227157, (9, 5), (9, 6))
(52.4558441227157, (16, 9), (15, 10))
(52.4558441227157, (14, 7), (13, 8))
(52.526911934581165, (4, 7), (5, 8))
(52.62741699796952, (2, 26), (3, 25))
(52.62741699796952, (17, 11), (16, 12))
(52.62741699796952, (12, 6), (11, 7))
(52.69848480983498, (6, 6), (7, 7))
(52.69848480983498, (1, 24), (2, 23))
(52.76955262170044, (1, 8), (2, 9))
(52.798989873223334, (3, 29), (4, 28))
(52.798989873223334, (18, 13), (17, 14))
(52.798989873223334, (10, 5), (9, 6))
(52.870057685088796, (8, 5), (9, 6))
(52.870057685088796, (16, 8), (15, 9))
(52.870057685088796, (15, 7), (14, 8))
(52.94112549695426, (3, 7), (4, 8))
(53.04163056034261, (2, 27), (3, 26))
(53.04163056034261, (17, 10), (16, 11))
(53.04163056034261, (13, 6), (12, 7))
(53.11269837220807, (5, 6), (6, 7))
(53.21320343559643, (1, 25), (2, 24))
(53.21320343559643, (18, 12), (17, 13))
(53.21320343559643, (11, 5), (10, 6))
(53.28427124746189, (7, 5), (8, 6))
(53.28427124746189, (16, 7), (15, 8))
(53.35533905932735, (2, 7), (3, 8))
(53.38477631085024, (2, 28), (3, 27))
(53.38477631085024, (19, 14), (18, 14))
(53.4558441227157, (9, 4), (9, 5))
(53.4558441227157, (17, 9), (16, 10))
(53.4558441227157, (14, 6), (13, 7))
(53.526911934581165, (4, 6), (5, 7))
(53.62741699796952, (1, 26), (2, 25))
(53.62741699796952, (18, 11), (17, 12))
(53.62741699796952, (12, 5), (11, 6))
(53.69848480983498, (6, 5), (7, 6))
(53.76955262170044, (1, 7), (2, 8))
(53.798989873223334, (2, 29), (3, 28))
(53.798989873223334, (19, 13), (18, 14))
(53.798989873223334, (10, 4), (9, 5))
(53.870057685088796, (8, 4), (9, 5))
(53.870057685088796, (17, 8), (16, 9))
(53.870057685088796, (15, 6), (14, 7))
(53.94112549695426, (3, 6), (4, 7))
(54.04163056034261, (1, 27), (2, 26))
(54.04163056034261, (18, 10), (17, 11))
(54.04163056034261, (13, 5), (12, 6))
(54.21320343559643, (5, 5), (6, 6))
